,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25
20,I’d rather not say.,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.6799986362457275,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877,0.013333390466868877
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.8933330178260803,0.004444458056241274
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.002857157262042165,0.9314281940460205
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.8399993181228638,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151,0.006666694767773151
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.9199997186660767,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852,0.003333344589918852
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.9199995994567871,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656,0.003333349945023656
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.9199995994567871,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943
27,"I'd really prefer just to wait until the brief, if that is ok.",0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.006666686851531267,0.8399994969367981,0.006666686851531267
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.8933328986167908,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.8933328986167908,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572,0.004444461781531572
30,"Hello, sir. Have you eaten yet?",0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.8079990148544312,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.8799991011619568,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.004444458056241274,0.8933330178260803,0.004444458056241274
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.9519997835159302,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234,0.0020000103395432234
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.8933320045471191,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132,0.004444499965757132
35,"Hello, sir. Have you eaten yet?",0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.8079990148544312,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894
36,"Hello, sir. Have you eaten yet?",0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.8079990148544312,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894,0.008000041358172894
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.0028571574948728085,0.9314281940460205
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.9519997835159302,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867,0.002000010572373867
39,"No, he is not here. I am taking his place.",0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.6799991726875305,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087,0.013333368115127087
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.9039996862411499,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245,0.0040000141598284245
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.8933328986167908,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285,0.004444461315870285
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.8933326005935669,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633,0.00444447435438633
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975,0.9039995670318604,0.0040000188164412975,0.0040000188164412975,0.0040000188164412975
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.8799991607666016,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414,0.005000035744160414
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.8799993991851807,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025033950806,0.005000025499612093,0.005000025033950806
46,Why does it have to be in private? We don't have a ton of time. ,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.7599987387657166,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676,0.01000005193054676
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.8799993991851807,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093,0.005000025499612093
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002222232986241579,0.9466664791107178,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579,0.002222232986241579
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.9127269387245178,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018,0.003636377165094018
