,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.38127025961875916,0.003472245065495372,0.003472245531156659,0.003472248325124383,0.003472245065495372,0.003472245065495372,0.5701183080673218,0.003472245065495372,0.0034722445998340845,0.0034722471609711647,0.003472245065495372,0.003472245065495372,0.003472245065495372,0.0034722445998340845,0.003472245065495372,0.003472245531156659
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.006250066217035055,0.0062500592321157455,0.00625006016343832,0.006250057835131884,0.006250057835131884,0.0062500592321157455,0.006250057835131884,0.006250058766454458,0.9062491655349731,0.006250058766454458,0.006250058766454458,0.006250058766454458,0.006250058766454458,0.00625006016343832,0.006250062957406044,0.006250061560422182
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.007812561467289925,0.007812564261257648,0.00781256053596735,0.007812559604644775,0.00781256053596735,0.007812566123902798,0.007812563329935074,0.007812559604644775,0.007812561467289925,0.8828115463256836,0.00781256053596735,0.00781256053596735,0.007812561467289925,0.007812559604644775,0.007812561467289925,0.007812565192580223
18,"No, he is not here. I am taking his place.",0.020833373069763184,0.020833369344472885,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833373069763184,0.020833373069763184,0.020833373069763184,0.02083338052034378,0.020833369344472885,0.020833369344472885
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.010416717268526554,0.010416717268526554,0.010416723787784576,0.010416720062494278,0.010416717268526554,0.01041671633720398,0.010416717268526554,0.8437492251396179,0.01041671447455883,0.010416718199849129,0.01041671633720398,0.01041671633720398,0.010416718199849129,0.01041671633720398,0.010416720062494278,0.01041671633720398
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.00520836329087615,0.0052083637565374374,0.005208362825214863,0.0052083637565374374,0.00520836329087615,0.0052083637565374374,0.005208364687860012,0.005208364687860012,0.9218745827674866,0.00520836329087615,0.0052083637565374374,0.005208367481827736,0.005208365619182587,0.005208364687860012,0.00520836329087615,0.0052083637565374374
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.38475438952445984,0.003472245065495372,0.003472245531156659,0.0034722480922937393,0.003472245065495372,0.003472245065495372,0.5666341781616211,0.003472245065495372,0.0034722445998340845,0.0034722471609711647,0.003472245065495372,0.003472245065495372,0.003472245065495372,0.0034722445998340845,0.003472245065495372,0.003472245531156659
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.006250064820051193,0.006250058766454458,0.006250059697777033,0.006250057369470596,0.006250057369470596,0.006250058766454458,0.006250057369470596,0.006250058300793171,0.9062491655349731,0.006250058300793171,0.006250058300793171,0.006250058300793171,0.006250058300793171,0.006250059697777033,0.006250062491744757,0.006250061094760895
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.00694446824491024,0.006944470573216677,0.006944469176232815,0.0069444673135876656,0.006944466382265091,0.006944469176232815,0.0069444673135876656,0.00694446824491024,0.0069444673135876656,0.00694446824491024,0.8958330154418945,0.00694446824491024,0.0069444673135876656,0.0069444673135876656,0.0069444673135876656,0.006944469176232815
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9479163289070129,0.003472244832664728,0.003472244832664728,0.003472247626632452,0.003472244832664728,0.003472244832664728,0.0034722525160759687,0.003472244832664728,0.003472244367003441,0.003472246928140521,0.003472244832664728,0.003472244832664728,0.003472244832664728,0.003472244367003441,0.003472244832664728,0.003472245065495372
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.0078125623986125,0.007812565192580223,0.007812561467289925,0.00781256053596735,0.007812561467289925,0.007812568917870522,0.007812564261257648,0.00781256053596735,0.0078125623986125,0.8828115463256836,0.007812561467289925,0.007812561467289925,0.0078125623986125,0.00781256053596735,0.0078125623986125,0.007812566123902798
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.007812587544322014,0.007812588475644588,0.00781258288770914,0.007812588475644588,0.00781258661299944,0.00781258661299944,0.007812585681676865,0.007812589406967163,0.00781258475035429,0.00781258288770914,0.007812583819031715,0.007812583819031715,0.007812581025063992,0.007812581025063992,0.8828112483024597,0.007812585681676865
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.007812530733644962,0.007812528870999813,0.8828120827674866,0.007812529802322388,0.007812527939677238,0.007812528870999813,0.007812528870999813,0.007812529802322388,0.007812527939677238,0.007812532596290112,0.007812530733644962,0.007812528870999813,0.007812528870999813,0.007812527939677238,0.007812527939677238,0.007812528870999813
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.004464316181838512,0.004464319441467524,0.004464315716177225,0.9330352544784546,0.004464315716177225,0.004464317113161087,0.004464315250515938,0.004464316181838512,0.0044643166474998,0.004464318975806236,0.004464315716177225,0.004464316181838512,0.004464315716177225,0.004464315250515938,0.004464316181838512,0.004464315716177225
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.004807722754776478,0.0048077222891151905,0.004807721823453903,0.9278841018676758,0.004807725083082914,0.0048077222891151905,0.004807721823453903,0.004807722754776478,0.0048077222891151905,0.004807725083082914,0.00480772415176034,0.004807722754776478,0.004807723220437765,0.004807722754776478,0.004807724617421627,0.004807721823453903
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.007812587544322014,0.007812588475644588,0.00781258288770914,0.007812588475644588,0.00781258661299944,0.00781258661299944,0.007812585681676865,0.007812589406967163,0.00781258475035429,0.00781258288770914,0.007812583819031715,0.007812583819031715,0.007812581025063992,0.007812581025063992,0.8828112483024597,0.007812585681676865
31,I’d rather not say.,0.02083338052034378,0.02083338052034378,0.6874992847442627,0.02083338052034378,0.02083338052034378,0.02083338052034378,0.02083338052034378,0.02083338052034378,0.02083338052034378,0.020833397284150124,0.02083338238298893,0.02083338052034378,0.02083338238298893,0.020833387970924377,0.02083338052034378,0.02083338052034378
32,It won't take long.,0.015625065192580223,0.015625061467289925,0.015625063329935074,0.015625063329935074,0.01562507078051567,0.015625061467289925,0.7656240463256836,0.015625061467289925,0.015625061467289925,0.015625063329935074,0.015625067055225372,0.015625059604644775,0.015625065192580223,0.015625059604644775,0.015625067055225372,0.015625067055225372
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.006944485940039158,0.006944485940039158,0.006944484077394009,0.006944485008716583,0.006944484077394009,0.006944489199668169,0.006944485940039158,0.006944484077394009,0.8958327174186707,0.006944485008716583,0.0069444868713617325,0.006944485940039158,0.006944485008716583,0.006944485940039158,0.006944485940039158,0.0069444915279746056
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.9218742251396179,0.0052083819173276424,0.005208385642617941,0.005208384245634079,0.005208385176956654,0.0052083819173276424,0.0052083805203437805,0.005208381451666355,0.005208381451666355,0.005208385642617941,0.00520838238298893,0.005208381451666355,0.00520838238298893,0.005208385176956654,0.005208384245634079,0.005208381451666355
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.005208384245634079,0.0052083805203437805,0.9218742251396179,0.00520838238298893,0.005208384245634079,0.005208381451666355,0.005208381451666355,0.005208379589021206,0.0052083805203437805,0.005208383314311504,0.0052083805203437805,0.0052083805203437805,0.005208379123359919,0.005208379123359919,0.005208380986005068,0.005208383314311504
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.004807722754776478,0.0048077222891151905,0.004807721823453903,0.9278841018676758,0.004807725083082914,0.0048077222891151905,0.004807721823453903,0.004807722754776478,0.0048077222891151905,0.004807724617421627,0.00480772415176034,0.004807722754776478,0.004807723220437765,0.004807722754776478,0.004807724617421627,0.004807721823453903
37,"I'd really prefer just to wait until the brief, if that is ok.",0.010416731238365173,0.8437489867210388,0.010416732169687748,0.01041672844439745,0.01041672844439745,0.010416730307042599,0.01041672844439745,0.010416765697300434,0.010416731238365173,0.010416731238365173,0.010416737757623196,0.010416731238365173,0.010416731238365173,0.010416731238365173,0.010416730307042599,0.010416734032332897
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004807732999324799,0.004807732999324799,0.004807735793292522,0.004807733464986086,0.9278839826583862,0.004807735793292522,0.004807732999324799,0.0048077343963086605,0.004807732533663511,0.004807733464986086,0.004807734861969948,0.004807736724615097,0.004807732533663511,0.004807732533663511,0.004807734861969948,0.004807732999324799
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208370741456747,0.005208367016166449,0.005208366550505161,0.005208369344472885,0.00520837027579546,0.005208367481827736,0.005208366550505161,0.005208366550505161,0.005208367016166449,0.005208369344472885,0.9218745231628418,0.005208366550505161,0.005208367016166449,0.005208365619182587,0.005208368878811598,0.005208366550505161
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.00625005504116416,0.00625005504116416,0.006250052712857723,0.0062500531785190105,0.0062500531785190105,0.006250056903809309,0.006250056438148022,0.006250058766454458,0.006250056903809309,0.006250052712857723,0.0062500531785190105,0.006250056438148022,0.006250058766454458,0.006250054109841585,0.006250054109841585,0.9062491059303284
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004807732533663511,0.004807732533663511,0.004807735793292522,0.004807733464986086,0.927884042263031,0.004807735793292522,0.004807732533663511,0.004807733930647373,0.004807732068002224,0.004807733464986086,0.0048077343963086605,0.00480773625895381,0.004807732068002224,0.004807732068002224,0.0048077343963086605,0.004807732533663511
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.004807730205357075,0.004807731136679649,0.0048077292740345,0.004807731602340937,0.004807728808373213,0.004807733930647373,0.0048077292740345,0.004807730205357075,0.004807744175195694,0.004807730671018362,0.004807730205357075,0.9278839826583862,0.0048077292740345,0.004807728808373213,0.004807730205357075,0.004807730205357075
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.006944485008716583,0.006944485008716583,0.006944483611732721,0.006944484077394009,0.006944483611732721,0.006944488268345594,0.006944485008716583,0.006944483611732721,0.8958327770233154,0.006944484077394009,0.006944485940039158,0.006944485008716583,0.006944484077394009,0.006944485008716583,0.006944485008716583,0.006944490130990744
44,"No, he is not here. I am taking his place.",0.020833373069763184,0.020833369344472885,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833373069763184,0.020833373069763184,0.020833373069763184,0.020833376795053482,0.020833369344472885,0.020833369344472885
45,It won't take long.,0.015625065192580223,0.015625061467289925,0.015625063329935074,0.015625063329935074,0.01562507264316082,0.015625061467289925,0.7656240463256836,0.015625061467289925,0.015625061467289925,0.015625063329935074,0.015625067055225372,0.015625059604644775,0.015625067055225372,0.015625059604644775,0.015625067055225372,0.015625067055225372
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.00694446824491024,0.006944469641894102,0.006944469176232815,0.0069444673135876656,0.006944466382265091,0.006944469176232815,0.0069444673135876656,0.00694446824491024,0.0069444673135876656,0.00694446824491024,0.8958330154418945,0.00694446824491024,0.0069444673135876656,0.0069444673135876656,0.0069444673135876656,0.006944469176232815
47,Why does it have to be in private? We don't have a ton of time. ,0.015625111758708954,0.015625109896063805,0.015625109896063805,0.015625111758708954,0.7656232714653015,0.015625109896063805,0.015625109896063805,0.01562511920928955,0.015625108033418655,0.015625113621354103,0.015625124797225,0.015625106170773506,0.015625115483999252,0.015625115483999252,0.015625111758708954,0.015625113621354103
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.004166691098362207,0.004166692029684782,0.004166691098362207,0.004166691564023495,0.004166691098362207,0.9374996423721313,0.00416669063270092,0.004166691098362207,0.004166691098362207,0.004166691098362207,0.00416669063270092,0.004166691098362207,0.00416669063270092,0.00416669063270092,0.004166692029684782,0.004166692495346069
49,"I'd really prefer just to wait until the brief, if that is ok.",0.010416730307042599,0.8437489867210388,0.010416731238365173,0.010416727513074875,0.010416727513074875,0.010416729375720024,0.010416727513074875,0.01041674055159092,0.010416730307042599,0.010416730307042599,0.010416736826300621,0.010416730307042599,0.010416730307042599,0.010416730307042599,0.010416729375720024,0.010416733101010323
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.003906278405338526,0.003906283061951399,0.0039062793366611,0.003906278870999813,0.0039062779396772385,0.003906280267983675,0.0039062779396772385,0.9414058327674866,0.0039062793366611,0.003906278870999813,0.003906279802322388,0.003906278870999813,0.003906278405338526,0.003906278405338526,0.0039062793366611,0.003906278870999813
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.006944485008716583,0.006944485008716583,0.006944483611732721,0.006944484077394009,0.006944483611732721,0.006944488268345594,0.006944485008716583,0.006944483611732721,0.8958327770233154,0.006944484077394009,0.006944485940039158,0.006944485008716583,0.006944484077394009,0.006944485008716583,0.006944485008716583,0.006944490130990744
52,"No, he is not here. I am taking his place.",0.020833373069763184,0.020833369344472885,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833373069763184,0.020833373069763184,0.020833373069763184,0.02083338052034378,0.020833369344472885,0.020833369344472885
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.005208362825214863,0.0052083637565374374,0.0052083623595535755,0.0052083637565374374,0.005208362825214863,0.0052083637565374374,0.005208364222198725,0.005208364222198725,0.9218745827674866,0.005208362825214863,0.0052083637565374374,0.005208367481827736,0.005208365619182587,0.005208364222198725,0.005208362825214863,0.0052083637565374374
54,"No, he is not here. I am taking his place.",0.020833373069763184,0.020833369344472885,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833373069763184,0.020833373069763184,0.020833373069763184,0.020833376795053482,0.020833369344472885,0.020833369344472885
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.006944466847926378,0.006944469176232815,0.0069444673135876656,0.006944465916603804,0.006944464985281229,0.0069444673135876656,0.006944465916603804,0.006944466847926378,0.006944465916603804,0.006944466847926378,0.8958330154418945,0.006944466847926378,0.006944465916603804,0.006944465916603804,0.006944465916603804,0.0069444673135876656
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208371207118034,0.005208367481827736,0.005208367016166449,0.0052083698101341724,0.005208370741456747,0.005208367947489023,0.005208367016166449,0.005208367016166449,0.005208367481827736,0.0052083698101341724,0.9218745231628418,0.005208367016166449,0.005208367481827736,0.005208366084843874,0.005208369344472885,0.005208367016166449
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.010416717268526554,0.010416717268526554,0.010416733101010323,0.010416720062494278,0.010416717268526554,0.01041671633720398,0.010416717268526554,0.8437492251396179,0.01041671447455883,0.010416718199849129,0.01041671633720398,0.01041671633720398,0.010416718199849129,0.01041671633720398,0.010416720062494278,0.01041671633720398
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.010416683740913868,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416683740913868,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416682809591293,0.010416683740913868,0.8437497615814209,0.010416686534881592,0.010416683740913868
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.7287155985832214,0.003472245065495372,0.003472245065495372,0.0034722480922937393,0.003472245065495372,0.003472245065495372,0.2226729542016983,0.003472245065495372,0.0034722445998340845,0.0034722471609711647,0.003472245065495372,0.003472245065495372,0.003472245065495372,0.0034722445998340845,0.003472245065495372,0.003472245531156659
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.8284482955932617,0.003472245531156659,0.003472245531156659,0.003472248325124383,0.003472245531156659,0.003472245531156659,0.12294026464223862,0.003472245531156659,0.003472245065495372,0.003472247626632452,0.003472245531156659,0.003472245531156659,0.003472245531156659,0.003472245065495372,0.003472245531156659,0.0034722459968179464
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.005208384245634079,0.0052083805203437805,0.9218742251396179,0.00520838238298893,0.005208384245634079,0.005208381451666355,0.005208381451666355,0.005208379589021206,0.0052083805203437805,0.005208383314311504,0.0052083805203437805,0.0052083805203437805,0.005208379123359919,0.005208379123359919,0.005208380986005068,0.005208383314311504
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.006250064820051193,0.006250058766454458,0.006250059697777033,0.006250057369470596,0.006250057369470596,0.006250058766454458,0.006250057369470596,0.006250058300793171,0.9062491655349731,0.006250058300793171,0.006250058300793171,0.006250058300793171,0.006250058300793171,0.006250059697777033,0.006250062491744757,0.006250061094760895
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.006944485008716583,0.006944485008716583,0.006944483611732721,0.006944484077394009,0.006944483611732721,0.006944488268345594,0.006944485008716583,0.006944483611732721,0.8958327770233154,0.006944484077394009,0.006944485940039158,0.006944485008716583,0.006944484077394009,0.006944485008716583,0.006944485008716583,0.006944490130990744
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.004166691098362207,0.004166692029684782,0.004166691098362207,0.004166691564023495,0.004166691098362207,0.9374996423721313,0.00416669063270092,0.004166691098362207,0.004166691098362207,0.004166691098362207,0.00416669063270092,0.004166691098362207,0.00416669063270092,0.00416669063270092,0.004166692029684782,0.004166693426668644
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.006944496184587479,0.006944496184587479,0.006944502703845501,0.006944495253264904,0.006944496184587479,0.006944494787603617,0.006944498047232628,0.006944501306861639,0.006944495253264904,0.006944500375539064,0.006944498047232628,0.006944495253264904,0.8958324790000916,0.0069445036351680756,0.006944494787603617,0.006944495253264904
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.008928604423999786,0.008928604423999786,0.008928603492677212,0.008928605355322361,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928605355322361,0.008928603492677212,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928603492677212,0.8660709261894226,0.008928603492677212
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.006944463588297367,0.00694446312263608,0.00694446312263608,0.00694446312263608,0.00694446312263608,0.006944463588297367,0.006944464519619942,0.006944462191313505,0.006944463588297367,0.00694446312263608,0.006944464519619942,0.00694446312263608,0.00694446312263608,0.006944464519619942,0.006944464519619942,0.8958330750465393
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.006944496184587479,0.006944496184587479,0.006944502703845501,0.006944495253264904,0.006944496184587479,0.006944494787603617,0.006944498047232628,0.006944501306861639,0.006944495253264904,0.006944500375539064,0.006944498047232628,0.006944495253264904,0.8958324790000916,0.006944502703845501,0.006944494787603617,0.006944495253264904
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208372604101896,0.005208367481827736,0.005208367016166449,0.0052083698101341724,0.005208370741456747,0.005208367947489023,0.005208367016166449,0.005208367016166449,0.005208367481827736,0.0052083698101341724,0.9218745231628418,0.005208367016166449,0.005208367481827736,0.005208366084843874,0.005208369344472885,0.005208367016166449
70,"I'd really prefer just to wait until the brief, if that is ok.",0.010416731238365173,0.8437489867210388,0.010416732169687748,0.01041672844439745,0.01041672844439745,0.010416730307042599,0.01041672844439745,0.010416758246719837,0.010416731238365173,0.010416731238365173,0.010416737757623196,0.010416731238365173,0.010416731238365173,0.010416731238365173,0.010416730307042599,0.010416734032332897
71,I don't have any questions right now.,0.015625111758708954,0.015625113621354103,0.015625113621354103,0.015625108033418655,0.0156251173466444,0.015625113621354103,0.015625109896063805,0.015625126659870148,0.015625106170773506,0.015625108033418655,0.015625115483999252,0.015625108033418655,0.015625106170773506,0.015625104308128357,0.7656233310699463,0.015625115483999252
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004807732999324799,0.004807732999324799,0.004807735793292522,0.004807733464986086,0.9278839826583862,0.004807735793292522,0.004807732999324799,0.0048077343963086605,0.004807732533663511,0.004807733464986086,0.004807734861969948,0.004807736724615097,0.004807732533663511,0.004807732533663511,0.004807734861969948,0.004807732999324799
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.007812527939677238,0.00781252607703209,0.00781252607703209,0.007812527008354664,0.007812527008354664,0.007812527008354664,0.007812530733644962,0.007812527008354664,0.007812528870999813,0.007812527008354664,0.007812527008354664,0.007812528870999813,0.8828121423721313,0.007812527939677238,0.00781252607703209,0.007812527939677238
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00781258661299944,0.007812587544322014,0.007812581956386566,0.007812587544322014,0.007812585681676865,0.007812585681676865,0.00781258475035429,0.007812623865902424,0.007812583819031715,0.007812581956386566,0.00781258288770914,0.00781258288770914,0.007812580093741417,0.007812580093741417,0.8828111886978149,0.00781258475035429
