,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127,0.9128782749176025,0.0037879031151533127,0.0037879031151533127,0.0037879031151533127
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.9467589855194092,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.9041663408279419,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.005208398215472698,0.005208398215472698,0.880206823348999,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698
18,"No, he is not here. I am taking his place.",0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.6805543303489685,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.8402762413024902,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725,0.0069445110857486725
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.9201382994651794,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576,0.0034722492564469576
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.002314824378117919,0.9467589855194092,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.9041663408279419,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.8935180902481079,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.9467589855194092,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753,0.0023148241452872753
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.005208398215472698,0.005208398215472698,0.880206823348999,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698,0.005208398215472698
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.005208342801779509,0.8802080750465393,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509,0.005208342801779509
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.0052083441987633705,0.8802080750465393,0.0052083441987633705
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.9315472841262817,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995,0.0029762068297713995
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.926281750202179,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.005208343267440796,0.8802080750465393,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796,0.005208343267440796
31,I’d rather not say.,0.013888941146433353,0.6805543899536133,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353,0.013888941146433353
32,It won't take long.,0.7604150176048279,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.8935180306434631,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136,0.004629652481526136
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.9201383590698242,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859,0.00347224622964859
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0034722457639873028,0.0034722457639873028,0.9201383590698242,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028,0.0034722457639873028
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526,0.926281750202179,0.0032051417510956526,0.0032051417510956526,0.0032051417510956526
37,"I'd really prefer just to wait until the brief, if that is ok.",0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.8402769565582275,0.006944479886442423
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.926281750202179,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145,0.0032051431480795145
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.9201386570930481,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512,0.00347223412245512
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.9041661620140076,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633,0.004166690167039633
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.926281750202179,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.0032051431480795145,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871,0.003205142915248871
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.9262818098068237,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597,0.0032051396556198597
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.8935180306434631,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849,0.004629652015864849
44,"No, he is not here. I am taking his place.",0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.6805543303489685,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652,0.013888944871723652
45,It won't take long.,0.7604150176048279,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577,0.01041673868894577
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.8935180902481079,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745,0.0046296510845422745
47,Why does it have to be in private? We don't have a ton of time. ,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.01041676290333271,0.7604144811630249,0.01041676290333271,0.01041676290333271,0.01041676290333271
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.9361108541488647,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859,0.002777789020910859
49,"I'd really prefer just to wait until the brief, if that is ok.",0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.006944479886442423,0.8402769565582275,0.006944479886442423
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.9401038885116577,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385,0.0026041793171316385
