,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.9206342697143555,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385,0.00396828493103385
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.920634388923645,0.003968280740082264,0.003968280740082264
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.003968280740082264,0.920634388923645,0.003968280740082264,0.003968280740082264
27,"I'd really prefer just to wait until the brief, if that is ok.",0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.841269314289093,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729,0.00793653354048729
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.89417964220047,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.89417964220047,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865
30,"Hello, sir. Have you eaten yet?",0.00952385738492012,0.00952385738492012,0.809522807598114,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.8809517025947571,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086,0.005952414125204086
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005291036795824766,0.8941792249679565,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766,0.005291036795824766
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.9523805379867554,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.0052910419180989265,0.0052910419180989265,0.005291042383760214,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.8941791653633118,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265
35,"Hello, sir. Have you eaten yet?",0.00952385738492012,0.00952385738492012,0.809522807598114,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012
36,"Hello, sir. Have you eaten yet?",0.00952385738492012,0.00952385738492012,0.809522807598114,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012,0.00952385738492012
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.9319724440574646,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435,0.0034013784024864435
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.9523805379867554,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326
39,"No, he is not here. I am taking his place.",0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.6825386881828308,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458,0.01587306708097458
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931952089071,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.004761931020766497,0.9047613739967346,0.004761931020766497
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.89417964220047,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865,0.0052910177037119865
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.8941790461540222,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374,0.005291047506034374
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.9047611951828003,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353,0.00476194079965353
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.8809517025947571,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005952403414994478,0.005952403414994478,0.8809518814086914,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478
46,Why does it have to be in private? We don't have a ton of time. ,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.7619029879570007,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687,0.011904853396117687
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005952403414994478,0.005952403414994478,0.8809518814086914,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.947089672088623,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592,0.0026455156039446592
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.9134195446968079,0.004329020623117685,0.004329020623117685,0.004329020623117685,0.004329020623117685
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.8809518218040466,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064,0.005952407605946064
51,Can I talk with you in private once questions are over?,0.7619040012359619,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934,0.011904800310730934
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.8941790461540222,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615,0.0052910479716956615
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.007936530746519566,0.8412693738937378,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566,0.007936530746519566
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.8809517025947571,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.9523748755455017,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023809734266251326,0.0023866083938628435,0.0023809734266251326,0.0023809734266251326
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.5352521538734436,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.39515042304992676,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043,0.003663019509986043
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.9267395734786987,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993,0.0036630192771553993
