,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.21368737518787384,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.7085338830947876,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719,0.002777810674160719
11,It won't take long.,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.7583324909210205,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773,0.008333361707627773
12,Why does it have to be in private? We don't have a ton of time. ,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.7583320140838623,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691,0.008333379402756691
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.861904501914978,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441,0.004761914722621441
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.9121209383010864,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.9462960958480835,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.9033330678939819,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.8791660070419312,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836
18,"No, he is not here. I am taking his place.",0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.6777766346931458,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.005555576644837856,0.005555576644837856,0.8388882875442505,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856,0.005555576644837856
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.22644685208797455,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.695774495601654,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753,0.0027778104413300753
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.9462960958480835,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795,0.001851858221925795
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.9033330678939819,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844,0.0033333415631204844
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.0037037234287708998,0.8925919532775879,0.0037037234287708998
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.9462960958480835,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514,0.0018518579890951514
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.8791660666465759,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836,0.0041666883043944836
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.879165768623352,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.004166680853813887,0.8791662454605103
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.9309517741203308,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.3096359372138977,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.6185688972473145,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.879165768623352,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942
31,I’d rather not say.,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.6777766346931458,0.011111151427030563,0.011111151427030563,0.011111151427030563
32,It won't take long.,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.7583325505256653,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199,0.008333360776305199
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.892592191696167,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846,0.0037037148140370846
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.00277778971940279,0.9194440841674805
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.9194439053535461,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.34161657094955444,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.5865882635116577,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037,0.002564113587141037
37,"I'd really prefer just to wait until the brief, if that is ok.",0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.8388885855674744,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.9256407618522644,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313,0.002564110793173313
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.91944420337677,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043,0.0027777855284512043
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.9033328890800476,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757,0.0033333473838865757
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.9256407618522644,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957,0.002564111026003957
