,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.919539749622345,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578,0.002873580437153578
11,It won't take long.,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.7586190104484558,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043
12,Why does it have to be in private? We don't have a ton of time. ,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.758620023727417,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208,0.008620712906122208
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.862068235874176,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963,0.004926135763525963
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.9122254252433777,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607,0.0031348075717687607
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019157155184075236,0.9463599920272827,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.9034478068351746,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.8793095946311951,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447,0.004310373216867447
18,"No, he is not here. I am taking his place.",0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.6781600117683411,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.8390799164772034,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536,0.005747146904468536
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.919539749622345,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934,0.002873580204322934
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019157155184075236,0.9463599920272827,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236,0.0019157155184075236
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.9034478068351746,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363,0.0034482923801988363
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.8927199840545654,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544,0.0038314289413392544
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019157157512381673,0.9463599920272827,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.8793095350265503,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734,0.004310373682528734
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.8793092370033264,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.8793098330497742,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134,0.0043103634379804134
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.9310342073440552,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266,0.0024630643893033266
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.9257292747497559
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.8793092370033264,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917,0.004310385324060917
31,I’d rather not say.,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.6781581044197083,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848,0.011494353413581848
32,It won't take long.,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.7586190104484558,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043,0.008620748296380043
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.8927196860313416,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117,0.0038314415141940117
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.9195394515991211,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605,0.0028735920786857605
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.919539749622345,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215,0.0028735806699842215
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.002652527531608939,0.9257292747497559
37,"I'd really prefer just to wait until the brief, if that is ok.",0.005747143644839525,0.005747143644839525,0.005747143644839525,0.8390800356864929,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525,0.005747143644839525
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.9257291555404663,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.002873571589589119,0.002873571589589119,0.9195399880409241,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119,0.002873571589589119
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.003448294708505273,0.9034477472305298,0.003448294708505273,0.003448294708505273,0.003448294708505273
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.9257291555404663,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376,0.0026525312568992376
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.9257290959358215,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305,0.0026525333523750305
