,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.006172867026180029,0.8395054340362549,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029,0.006172867026180029
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.003086439333856106,0.003086439333856106,0.2673918604850769,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.6554471850395203,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106,0.003086439333856106
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9465018510818481,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932,0.0020576217211782932
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.9037030935287476,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927,0.0037037255242466927
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.8930035829544067,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9465018510818481,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937,0.002057621954008937
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.004629659932106733,0.8796288371086121,0.004629659932106733,0.004629659932106733
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.8796291351318359,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.8796285390853882,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629,0.004629671107977629
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.9312165975570679,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.925925612449646,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453,0.0028490149416029453
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.8796291351318359,0.004629648756235838,0.004629648756235838,0.004629648756235838,0.004629648756235838
31,I’d rather not say.,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.6790120005607605,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775,0.012345693074166775
32,It won't take long.,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.7592563033103943,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.893003523349762,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.9197527170181274,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.9197527766227722,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525,0.0030864321161061525
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.925925612449646,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017,0.0028490147087723017
37,"I'd really prefer just to wait until the brief, if that is ok.",0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.8395055532455444,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685,0.0061728619039058685
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.9259254336357117,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423,0.0028490223921835423
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.003086429089307785,0.919752836227417,0.003086429089307785,0.003086429089307785,0.003086429089307785
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.9037027955055237,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936,0.0037037383299320936
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.9259254336357117,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186,0.002849022625014186
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.9259255528450012,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255,0.0028490175027400255
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.893003523349762,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172
44,"No, he is not here. I am taking his place.",0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.6790117025375366,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245,0.012345705181360245
45,It won't take long.,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.7592563033103943,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794,0.009259373880922794
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.8930035829544067,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885,0.004115247167646885
