,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.919642448425293,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066
11,It won't take long.,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.758927583694458,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085
12,Why does it have to be in private? We don't have a ton of time. ,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.7589266300201416,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.8622444868087769,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023,0.00510205514729023
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.9123373627662659,0.003246764885261655,0.003246764885261655,0.003246764885261655,0.003246764885261655
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.9464284181594849,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.9035710096359253,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903,0.0035714430268853903
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.8794631361961365,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695
18,"No, he is not here. I am taking his place.",0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.6785703897476196,0.011904798448085785,0.011904798448085785,0.011904798448085785,0.011904798448085785
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.8392848968505859,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005,0.0059524099342525005
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.919642448425293,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.9464284181594849,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.9035710096359253,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776,0.0035714434925466776
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.892856776714325,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.9464284181594849,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397,0.001984134316444397
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.8794631361961365,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855,0.8794633150100708,0.0044643208384513855,0.0044643208384513855,0.0044643208384513855
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.8794639706611633,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.9311219453811646
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.9258239269256592,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.8794631958007812,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259,0.004464325495064259
31,I’d rather not say.,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.6785702705383301,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658,0.011904803104698658
32,It won't take long.,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.758927583694458,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085,0.008928608149290085
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.5503466129302979,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.003968290518969297,0.3464778661727905,0.003968290518969297
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.9196417927742004,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903,0.002976228715851903
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.9196423888206482,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112,0.002976206364110112
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.9258239269256592,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383
37,"I'd really prefer just to wait until the brief, if that is ok.",0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.8392850756645203,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191,0.005952402949333191
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.9258238077163696,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.9196425676345825,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952,0.002976201241835952
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.9035709500312805,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.9258238077163696,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.9258236289024353,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.8928561806678772,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355
44,"No, he is not here. I am taking his place.",0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.6785703897476196,0.01190479937940836,0.01190479937940836,0.01190479937940836,0.01190479937940836
