,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.9210523962974548,0.004385978449136019,0.004385978449136019,0.004385978914797306,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019
11,It won't take long.,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157976791262627,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.7631564736366272,0.013157975859940052,0.013157976791262627
12,Why does it have to be in private? We don't have a ton of time. ,0.013158053159713745,0.013158053159713745,0.01315805409103632,0.01315805409103632,0.01315805409103632,0.7631550431251526,0.013158053159713745,0.01315805409103632,0.013158053159713745,0.013158053159713745,0.013158053159713745,0.01315805409103632,0.01315805409103632,0.013158055022358894,0.01315805409103632,0.01315805409103632,0.013158055022358894,0.01315805409103632,0.013158053159713745
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851663917303,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.007518851198256016,0.8646606206893921,0.007518851198256016,0.007518851198256016,0.007518851663917303,0.007518851663917303,0.007518851198256016
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.9138752818107605,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784704651683569,0.004784705583006144,0.004784704651683569
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.9473681449890137,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.0029239917639642954,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.005263179074972868,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.005263178609311581,0.9052627682685852
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999571502209,0.006578999105840921,0.8815779685974121,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921
18,"No, he is not here. I am taking his place.",0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543932422995567,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.017543930560350418,0.6842092871665955
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.8421047329902649,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.9210523962974548,0.004385978449136019,0.004385978449136019,0.004385978914797306,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.9473681449890137,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.005263179540634155,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.005263179074972868,0.9052627682685852
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.8947364687919617,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.9473681449890137,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.0029239915311336517,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999571502209,0.006578999105840921,0.8815779685974121,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.8815779685974121,0.006579000037163496,0.006578999571502209,0.006579000037163496,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.006579000037163496,0.006578999571502209,0.006578999571502209,0.006578999571502209,0.006579000037163496,0.006578999571502209
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974425792694,0.006578974891453981,0.006578974425792694,0.8815784454345703,0.006578974425792694
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.003759418847039342,0.0037594186142086983,0.6445808410644531,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.2915090322494507,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983,0.0037594186142086983
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.004048604518175125,0.004048604518175125,0.927125096321106,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604983836412,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.8815779685974121,0.006578999571502209,0.006578999105840921,0.006578999571502209,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006579001434147358,0.006578999105840921,0.006578999105840921,0.006578999105840921,0.006578999571502209,0.006578999105840921
31,I’d rather not say.,0.017543939873576164,0.017543939873576164,0.017543941736221313,0.017543939873576164,0.017543939873576164,0.6842091083526611,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543941736221313,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164,0.017543939873576164
32,It won't take long.,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157977722585201,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.013157976791262627,0.7631564140319824,0.013157976791262627,0.013157977722585201
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847986787557602,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847991909831762,0.005847987253218889,0.8947362303733826,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.9210517406463623,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992,0.004386012442409992
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.004385996609926224,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.004385996609926224,0.0043859961442649364,0.9210520386695862,0.0043859961442649364,0.0043859961442649364,0.004385996609926224,0.0043859961442649364,0.0043859961442649364
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.004048604518175125,0.004048604518175125,0.927125096321106,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604983836412,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604983836412,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604983836412,0.004048604518175125,0.004048604518175125,0.004048604518175125
37,"I'd really prefer just to wait until the brief, if that is ok.",0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.8421044945716858,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082,0.008771969936788082
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.9271252155303955,0.004048599395900965,0.004048599395900965
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.00438599893823266,0.00438599893823266,0.004385999403893948,0.004385999403893948,0.004385999403893948,0.00438599893823266,0.9210519790649414,0.004385999403893948,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.004385999403893948,0.00438599893823266,0.00438599893823266,0.004385999403893948,0.00438599893823266,0.004385999403893948,0.004385999403893948,0.00438599893823266
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263188388198614,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.005263184197247028,0.9052626490592957
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.004048599395900965,0.9271252155303955,0.004048599395900965,0.004048599395900965
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.9271251559257507,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602655529976,0.004048602189868689,0.004048602189868689,0.004048602189868689,0.004048602189868689
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847986787557602,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847987253218889,0.005847987253218889,0.8947362303733826,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602
44,"No, he is not here. I am taking his place.",0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.6842093467712402,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392869770527
45,It won't take long.,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157976791262627,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.013157975859940052,0.7631564736366272,0.013157975859940052,0.013157976791262627
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.8947364687919617,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408
47,Why does it have to be in private? We don't have a ton of time. ,0.013158053159713745,0.013158053159713745,0.01315805409103632,0.01315805409103632,0.01315805409103632,0.7631550431251526,0.013158053159713745,0.01315805409103632,0.013158053159713745,0.013158053159713745,0.013158053159713745,0.01315805409103632,0.01315805409103632,0.013158059678971767,0.01315805409103632,0.01315805409103632,0.013158055022358894,0.01315805409103632,0.013158053159713745
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.0035087948199361563,0.0035087945871055126,0.0035087945871055126,0.9368367195129395,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087948199361563,0.0035087945871055126,0.0035137725062668324,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126,0.0035087945871055126
49,"I'd really prefer just to wait until the brief, if that is ok.",0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969936788082,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.8421045541763306,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508,0.008771969005465508
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.003289488609880209,0.0032894888427108526,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.9407891631126404,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209,0.003289488609880209
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847986787557602,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.00584799237549305,0.005847987253218889,0.8947362303733826,0.005847987253218889,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602,0.005847986787557602
52,"No, he is not here. I am taking his place.",0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.6842093467712402,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.01754392683506012,0.017543930560350418
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.9210523962974548,0.004385978449136019,0.004385978449136019,0.004385978914797306,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019,0.004385978449136019
54,"No, he is not here. I am taking his place.",0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.017543930560350418,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.01754392869770527,0.6842092871665955
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.8947364687919617,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847972352057695,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408,0.005847971886396408
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.004385998472571373,0.004385998472571373,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.004385998472571373,0.9210520386695862,0.00438599893823266,0.004385998472571373,0.004385998472571373,0.004385998472571373,0.00438599893823266,0.004385998472571373,0.004385998472571373,0.00438599893823266,0.004385998472571373,0.00438599893823266,0.00438599893823266,0.004385998472571373
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.8421047329902649,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187,0.008771958760917187
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.008771955966949463,0.8421047329902649,0.008771955966949463,0.008771955966949463,0.008771956898272038,0.008771955966949463,0.008771955966949463,0.008771956898272038,0.008771955966949463,0.008771955966949463,0.008771955966949463
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.9473681449890137,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008,0.002923991298303008
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.9473681449890137,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239917639642954,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517,0.0029239915311336517
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.9210520386695862,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364,0.0043859961442649364
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.005263178609311581,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.005263178143650293,0.9052627682685852
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0058479891158640385,0.005847989581525326,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.8947361707687378,0.0058479891158640385,0.005847989581525326,0.005847989581525326,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385,0.0058479891158640385
