,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.9463599920272827,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673,0.0019157157512381673
20,I’d rather not say.,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.6781600117683411,0.011494283564388752,0.011494283564388752,0.011494283564388752,0.011494283564388752
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.8927200436592102,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.9310340881347656,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814,0.0024630678817629814
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.00574713759124279,0.8390802145004272,0.00574713759124279,0.00574713759124279
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.9195398688316345,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357,0.0028735764790326357
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.9195399880409241,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105,0.00287357228808105
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.9195399880409241,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626,0.0028735718224197626
27,"I'd really prefer just to wait until the brief, if that is ok.",0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.8390800952911377,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227,0.005747139919549227
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.8927199840545654
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.00383143057115376,0.8927199840545654
30,"Hello, sir. Have you eaten yet?",0.8068961501121521,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.8793097138404846,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999,0.004310367628931999
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.8927200436592102,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234,0.0038314282428473234
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.9517237544059753,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532,0.0017241522436961532
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.8927196264266968,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173,0.0038314431440085173
35,"Hello, sir. Have you eaten yet?",0.8068961501121521,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468,0.006896566599607468
36,"Hello, sir. Have you eaten yet?",0.8068962097167969,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618,0.00689656613394618
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.9310340881347656,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625,0.002463068114593625
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.9517237544059753,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405,0.0017241527093574405
39,"No, he is not here. I am taking his place.",0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.6781594753265381,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394,0.011494304053485394
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307,0.9034478664398193,0.0034482907503843307,0.0034482907503843307,0.0034482907503843307
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.0038314310368150473,0.8927199244499207
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.8927198052406311,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564,0.003831435926258564
