,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27
10,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.8930036425590515,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299
11,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.9398145079612732,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643,0.002314827172085643
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.9598761796951294,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859,0.0015432230429723859
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9259255528450012,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552,0.00284901587292552
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.0030864395666867495,0.9197525382041931,0.0030864395666867495
15,I don't have any questions right now.,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.7592565417289734,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048,0.009259364567697048
16,"No, he is not here. I am taking his place.",0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.6790109276771545,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632,0.012345734983682632
17,Can you explain to me why we are setting up two individual aid stations?,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.8624331951141357,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565,0.0052910298109054565
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.839505672454834,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.9465018510818481,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496,0.0020576214883476496
20,I’d rather not say.,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.012345732189714909,0.6790109872817993,0.012345732189714909,0.012345732189714909
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.004115244373679161,0.8930036425590515,0.004115244373679161,0.004115244373679161,0.004115244373679161
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.9312164187431335,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.839505672454834,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857,0.006172858644276857
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.0030864400323480368,0.9197525382041931,0.0030864400323480368
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003086433047428727,0.003086433047428727,0.9197527170181274,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727,0.003086433047428727
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003086433280259371,0.003086433280259371,0.9197527170181274,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371,0.003086433280259371
27,"I'd really prefer just to wait until the brief, if that is ok.",0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.8395055532455444,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305,0.0061728633008897305
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.8930037021636963,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245,0.0041152420453727245
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.8930037021636963,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012
30,"Hello, sir. Have you eaten yet?",0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.8074066638946533,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617,0.007407435216009617
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.8796288371086121,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.004115244839340448,0.8930036425590515,0.004115244839340448,0.004115244839340448,0.004115244839340448
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.9518515467643738,0.001851862296462059
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.893003523349762,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172,0.004115247633308172
35,"Hello, sir. Have you eaten yet?",0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.8074066638946533,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904
36,"Hello, sir. Have you eaten yet?",0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.8074066638946533,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904,0.007407435681670904
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.9312164187431335,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125,0.0026455228216946125
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.001851862296462059,0.9518515467643738,0.001851862296462059
39,"No, he is not here. I am taking his place.",0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.6790109872817993,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483,0.012345733121037483
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.003703717840835452,0.9037033319473267
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.8930036425590515,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299,0.004115242976695299
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.8930037021636963,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012,0.004115242511034012
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.9037031531333923,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617,0.0037037248257547617
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.8796288371086121,0.004629659000784159,0.004629659000784159,0.004629659000784159,0.004629659000784159
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.8796290755271912,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126,0.0046296496875584126
