,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.9199995994567871,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943,0.003333350410684943
11,It won't take long.,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.7599970698356628,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857,0.010000121779739857
12,Why does it have to be in private? We don't have a ton of time. ,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.759998619556427,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.005714323837310076,0.8628562092781067,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076,0.005714323837310076
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.9127267599105835,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276,0.0036363841500133276
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.9466664791107178,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.004000016022473574,0.9039996266365051,0.004000016022473574
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.8799988031387329,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171
18,"No, he is not here. I am taking his place.",0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.6799983382225037,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773,0.013333401642739773
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8399995565414429,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118,0.006666684988886118
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.9199995994567871,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587,0.003333350643515587
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.9466664791107178,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643,0.00222223112359643
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.004000016488134861,0.9039996266365051,0.004000016488134861
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.8933329582214355,0.004444459453225136
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.9466664791107178,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735,0.0022222313564270735
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.8799988031387329,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171,0.005000048317015171
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00500002084299922,0.00500002084299922,0.8799995183944702,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922,0.00500002084299922
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.005000038538128138,0.8799991011619568,0.005000038538128138
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.9314281940460205,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394,0.0028571581933647394
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.9261534810066223,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.005000020377337933,0.005000020377337933,0.8799995183944702,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933,0.005000020377337933
31,I’d rather not say.,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.6799988746643066,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982,0.013333379290997982
32,It won't take long.,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.759997546672821,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215,0.010000101290643215
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.8933326601982117,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893,0.004444472026079893
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.9199995398521423,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.9199995398521423,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488,0.0033333520404994488
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.9261534810066223,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533,0.0030769389122724533
37,"I'd really prefer just to wait until the brief, if that is ok.",0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.8399990200996399,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334,0.006666706409305334
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.9261534810066223,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.9199995398521423,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805,0.003333351807668805
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.004000033251941204,0.9039992094039917
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.9261534810066223,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235,0.003076937748119235
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.0030769335571676493,0.9261536002159119
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.8933326601982117,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118,0.00444447249174118
44,"No, he is not here. I am taking his place.",0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.6799983382225037,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347,0.013333402574062347
45,It won't take long.,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.759997546672821,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579,0.01000010222196579
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.004444459453225136,0.8933329582214355,0.004444459453225136
47,Why does it have to be in private? We don't have a ton of time. ,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.759998619556427,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634,0.010000056587159634
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.9359996914863586,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087,0.0026666794437915087
49,"I'd really prefer just to wait until the brief, if that is ok.",0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.8399990200996399,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621,0.006666706874966621
