,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.9206342697143555,0.003968286328017712,0.003968286328017712,0.003968286328017712
11,It won't take long.,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.7619036436080933,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277
12,Why does it have to be in private? We don't have a ton of time. ,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.7619038820266724,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.8639436960220337,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802813615649939,0.006802814546972513,0.006802813615649939,0.006802813615649939,0.006802813615649939
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.9134193658828735,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719,0.004329030402004719
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.947089672088623,0.0026455146726220846
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.9047612547874451,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.880951464176178,0.005952424369752407,0.005952424369752407,0.005952424369752407,0.005952424369752407
18,"No, he is not here. I am taking his place.",0.015873031690716743,0.6825393438339233,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936577312648296,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.8412684202194214,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722,0.007936576381325722
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.003968286328017712,0.9206342697143555,0.003968286328017712,0.003968286328017712,0.003968286328017712
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.0026455146726220846,0.947089672088623,0.0026455146726220846
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.9047612547874451,0.004761936143040657,0.004761937074363232,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657,0.004761936143040657
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.8941791653633118,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065,0.005291040521115065
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.0026455153711140156,0.947089672088623,0.0026455153711140156
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.8809515237808228,0.00595242390409112,0.00595242390409112,0.00595242390409112,0.00595242390409112
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.8809518814086914,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478,0.005952403414994478
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.8809517025947571,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952415522187948,0.005952414590865374,0.005952414590865374,0.005952414590865374,0.005952414590865374
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.9319720268249512,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936,0.003401397028937936
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.5165708065032959,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.003663030220195651,0.41383159160614014,0.003663030220195651
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.8809518814086914,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053,0.005952404346317053
31,I’d rather not say.,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.6825389862060547,0.015873052179813385,0.015873052179813385,0.015873052179813385,0.015873052179813385
32,It won't take long.,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.761903703212738,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703,0.011904816143214703
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.894179105758667,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.9206345677375793,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518,0.003968271426856518
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.920634388923645,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977,0.003968280274420977
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.34157779812812805,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.0036630299873650074,0.5888246297836304,0.0036630299873650074
37,"I'd really prefer just to wait until the brief, if that is ok.",0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.8412688374519348,0.00793655589222908,0.00793655589222908,0.00793655589222908,0.00793655589222908
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.9267395734786987,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.9206344485282898,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9047613143920898,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205,0.0047619338147342205
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.9267395734786987,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866,0.0036630197428166866
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.9145827293395996,0.01581980101764202,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414,0.0036630232352763414
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.8941791653633118,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265,0.0052910419180989265
44,"No, he is not here. I am taking his place.",0.015873031690716743,0.6825394034385681,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743
45,It won't take long.,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.761903703212738,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277,0.011904817074537277
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.8941791653633118,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777
47,Why does it have to be in private? We don't have a ton of time. ,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.7619038820266724,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531,0.011904807761311531
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.23927611112594604,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.003174625337123871,0.700406014919281,0.003174625337123871,0.003174625337123871
49,"I'd really prefer just to wait until the brief, if that is ok.",0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.8412688374519348,0.007936556823551655,0.007936556823551655,0.007936556823551655,0.007936556823551655
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.9404757618904114,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.002976211253553629,0.0029762114863842726,0.002976211253553629,0.002976211253553629
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.894179105758667,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214,0.005291042383760214
52,"No, he is not here. I am taking his place.",0.015873031690716743,0.6825393438339233,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.003968286793678999,0.9206342697143555,0.003968286793678999,0.003968286793678999,0.003968286793678999
54,"No, he is not here. I am taking his place.",0.015873031690716743,0.6825393438339233,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743,0.015873031690716743
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.8941791653633118,0.005291040521115065,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777,0.005291040055453777
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.9206344485282898,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253,0.003968277480453253
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.8412685990333557,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125,0.007936568930745125
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.8412694334983826,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842,0.007936527952551842
