,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16
10,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0069444975815713406,0.006944501772522926,0.8958325386047363,0.006944498047232628,0.006944498047232628,0.006944504100829363,0.0069444989785552025,0.006944499909877777,0.0069444989785552025,0.006944498047232628,0.006944501772522926,0.006944504100829363,0.006944503169506788,0.0069444989785552025,0.0069445050321519375,0.0069444989785552025
11,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.003906273283064365,0.003906273748725653,0.00390627421438694,0.9414058923721313,0.003906273748725653,0.003906273748725653,0.003906273748725653,0.003906273283064365,0.003906273748725653,0.003906274680048227,0.003906273283064365,0.003906275611370802,0.003906273748725653,0.003906276077032089,0.00390627421438694,0.00390627421438694
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0026041907258331776,0.0026041932869702578,0.002604191191494465,0.002604191191494465,0.0026041907258331776,0.002604191191494465,0.002604191657155752,0.0026041921228170395,0.0026041907258331776,0.002604191657155752,0.002604191657155752,0.002604191191494465,0.0026041914243251085,0.0026041907258331776,0.002604191191494465,0.9609371423721313
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.004807754885405302,0.4441900849342346,0.004807753022760153,0.0048077525570988655,0.004807752091437578,0.004807751625776291,0.004807752091437578,0.004807751625776291,0.004807751160115004,0.004807756282389164,0.004807752091437578,0.4885013699531555,0.004807753954082727,0.004807752091437578,0.0048077525570988655,0.004807752091437578
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.005208378192037344,0.005208376329392195,0.005208380054682493,0.005208377726376057,0.005208376795053482,0.005208376329392195,0.005208378657698631,0.005208381451666355,0.9218742847442627,0.0052083758637309074,0.0052083758637309074,0.005208379589021206,0.005208376795053482,0.005208378192037344,0.005208378657698631,0.005208376795053482
15,I don't have any questions right now.,0.015625078231096268,0.01562506891787052,0.015625080093741417,0.01562507636845112,0.01562507078051567,0.7656238675117493,0.01562507264316082,0.01562507636845112,0.01562507078051567,0.01562507264316082,0.01562506891787052,0.015625089406967163,0.01562507636845112,0.01562507450580597,0.015625080093741417,0.01562507264316082
16,"No, he is not here. I am taking his place.",0.020833387970924377,0.020833369344472885,0.020833373069763184,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885
17,Can you explain to me why we are setting up two individual aid stations?,0.008928650990128517,0.008928658440709114,0.008928650990128517,0.8660701513290405,0.008928650990128517,0.008928654715418816,0.008928654715418816,0.008928654715418816,0.008928650990128517,0.008928654715418816,0.008928654715418816,0.008928654715418816,0.008928651921451092,0.008928659372031689,0.008928650990128517,0.008928659372031689
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8437496423721313,0.01041669026017189,0.010416691191494465,0.010416691191494465,0.01041669212281704,0.01041669212281704,0.01041669026017189,0.010416691191494465,0.010416699573397636,0.01041669026017189,0.01041669026017189,0.01041669212281704,0.010416694916784763,0.01041669212281704,0.01041669026017189,0.01041669026017189
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0034722411073744297,0.0034722418058663607,0.0034722411073744297,0.0034722411073744297,0.9479163885116577,0.0034722406417131424,0.0034722411073744297,0.0034722427371889353,0.0034722406417131424,0.0034722411073744297,0.0034722432028502226,0.0034722406417131424,0.0034722406417131424,0.0034722411073744297,0.003472241573035717,0.0034722411073744297
20,I’d rather not say.,0.6874992251396179,0.020833393558859825,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833393558859825,0.020833387970924377,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833387970924377,0.020833386108279228,0.020833387970924377,0.020833386108279228,0.020833387970924377
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.006944478955119848,0.006944479886442423,0.006944478955119848,0.0069444808177649975,0.006944483146071434,0.0069444808177649975,0.006944478955119848,0.0069444808177649975,0.006944481749087572,0.006944482214748859,0.006944478955119848,0.006944482214748859,0.006944482214748859,0.8958328366279602,0.006944479886442423,0.006944478955119848
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.004464341793209314,0.004464342724531889,0.004464344587177038,0.004464342724531889,0.004464344121515751,0.004464341327548027,0.004464344121515751,0.004464343190193176,0.0044643459841609,0.004464341793209314,0.004464342724531889,0.004464342724531889,0.004464341793209314,0.004464349243789911,0.0044643459841609,0.9330348372459412
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8437496423721313,0.01041669026017189,0.010416691191494465,0.010416691191494465,0.01041669212281704,0.01041669212281704,0.01041669026017189,0.010416691191494465,0.010416699573397636,0.01041669026017189,0.01041669026017189,0.01041669212281704,0.010416694916784763,0.01041669212281704,0.01041669026017189,0.01041669026017189
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.005208378192037344,0.005208376329392195,0.005208380054682493,0.005208377726376057,0.005208376795053482,0.005208376329392195,0.005208378657698631,0.005208381451666355,0.9218742847442627,0.0052083758637309074,0.0052083758637309074,0.005208379589021206,0.005208376795053482,0.005208378192037344,0.005208378657698631,0.005208376795053482
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208352580666542,0.0052083516493439674,0.005208354443311691,0.005208353046327829,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208353046327829,0.0052083516493439674,0.0052083516493439674,0.005208354443311691,0.005208352580666542,0.005208353046327829,0.9218747615814209,0.005208352580666542
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208352115005255,0.00520835118368268,0.005208354443311691,0.005208352580666542,0.005208352115005255,0.005208352115005255,0.005208352115005255,0.005208352115005255,0.005208352580666542,0.00520835118368268,0.00520835118368268,0.005208353977650404,0.005208352115005255,0.005208352580666542,0.9218747615814209,0.005208352115005255
27,"I'd really prefer just to wait until the brief, if that is ok.",0.010416713543236256,0.010416719131171703,0.010416713543236256,0.01041671633720398,0.01041671633720398,0.0104167265817523,0.010416715405881405,0.010416715405881405,0.8437492251396179,0.010416723787784576,0.010416715405881405,0.01041671633720398,0.010416713543236256,0.010416719131171703,0.010416715405881405,0.01041671633720398
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0069444975815713406,0.006944501772522926,0.8958325386047363,0.006944498047232628,0.006944498047232628,0.006944504100829363,0.0069444989785552025,0.006944499909877777,0.0069444989785552025,0.006944498047232628,0.006944501772522926,0.006944504100829363,0.006944503169506788,0.0069444989785552025,0.0069445050321519375,0.0069444989785552025
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.006944496650248766,0.006944500841200352,0.8958324193954468,0.0069444975815713406,0.0069444975815713406,0.006944503169506788,0.006944498512893915,0.0069444989785552025,0.006944498512893915,0.0069444975815713406,0.006944500841200352,0.006944503169506788,0.006944502703845501,0.006944498512893915,0.006944528315216303,0.006944498512893915
30,"Hello, sir. Have you eaten yet?",0.012500133365392685,0.012500128708779812,0.012500128708779812,0.012500128708779812,0.012500131502747536,0.012500133365392685,0.012500130571424961,0.012500130571424961,0.8124980926513672,0.012500133365392685,0.012500128708779812,0.012500128708779812,0.012500130571424961,0.012500128708779812,0.012500143609941006,0.012500128708779812
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.00781254656612873,0.00781254842877388,0.007812545634806156,0.007812547497451305,0.007812545634806156,0.007812553085386753,0.007812549360096455,0.007812549360096455,0.007812545634806156,0.8828117847442627,0.007812551222741604,0.007812545634806156,0.007812549360096455,0.007812545634806156,0.007812545634806156,0.007812549360096455
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.006944479886442423,0.0069444808177649975,0.006944479886442423,0.006944481283426285,0.006944483146071434,0.006944481283426285,0.006944479886442423,0.006944481283426285,0.006944482214748859,0.006944483146071434,0.006944479886442423,0.006944483146071434,0.006944483146071434,0.8958328366279602,0.0069444808177649975,0.006944479886442423
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.003125028917565942,0.0031250284519046545,0.003125031478703022,0.003125028917565942,0.003125028917565942,0.0031250284519046545,0.0031250291503965855,0.9531245827674866,0.0031250310130417347,0.003125028917565942,0.0031250284519046545,0.0031250291503965855,0.003125028917565942,0.0031250303145498037,0.0031250310130417347,0.003125028917565942
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.006944486405700445,0.00694448733702302,0.006944486405700445,0.006944486405700445,0.8958327174186707,0.0069444854743778706,0.00694448733702302,0.006944486405700445,0.006944486405700445,0.0069444854743778706,0.006944486405700445,0.006944486405700445,0.006944497115910053,0.00694448733702302,0.00694448733702302,0.006944486405700445
35,"Hello, sir. Have you eaten yet?",0.012500133365392685,0.012500128708779812,0.012500128708779812,0.012500128708779812,0.012500131502747536,0.012500133365392685,0.012500130571424961,0.012500130571424961,0.8124980926513672,0.012500133365392685,0.012500128708779812,0.012500128708779812,0.012500130571424961,0.012500128708779812,0.012500143609941006,0.012500128708779812
36,"Hello, sir. Have you eaten yet?",0.012500135228037834,0.012500131502747536,0.012500131502747536,0.012500131502747536,0.01250013429671526,0.012500135228037834,0.01250013243407011,0.01250013243407011,0.012500149197876453,0.012500135228037834,0.012500131502747536,0.012500131502747536,0.01250013243407011,0.012500131502747536,0.8124980330467224,0.012500131502747536
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.004464341793209314,0.004464342724531889,0.004464344587177038,0.004464342724531889,0.004464344121515751,0.004464341327548027,0.004464344121515751,0.004464343190193176,0.0044643459841609,0.004464341793209314,0.004464342724531889,0.004464342724531889,0.004464341793209314,0.0044643459841609,0.0044643459841609,0.9330348372459412
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.003125028917565942,0.0031250284519046545,0.003125032177194953,0.003125028917565942,0.003125028917565942,0.0031250284519046545,0.0031250291503965855,0.9531245827674866,0.0031250310130417347,0.003125028917565942,0.0031250284519046545,0.0031250291503965855,0.003125028917565942,0.0031250303145498037,0.0031250310130417347,0.003125028917565942
39,"No, he is not here. I am taking his place.",0.02083338424563408,0.020833369344472885,0.020833373069763184,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0062500652857124805,0.006250066217035055,0.006250064820051193,0.006250068545341492,0.006250063888728619,0.0062500666826963425,0.906248927116394,0.006250066217035055,0.0062500666826963425,0.006250066217035055,0.0062500713393092155,0.006250064820051193,0.006250063888728619,0.006250068545341492,0.006250064820051193,0.006250068545341492
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0069444975815713406,0.006944501772522926,0.8958325386047363,0.006944498047232628,0.006944498047232628,0.006944504100829363,0.0069444989785552025,0.006944499909877777,0.0069444989785552025,0.006944498047232628,0.006944501772522926,0.006944504100829363,0.006944503169506788,0.0069444989785552025,0.0069445050321519375,0.0069444989785552025
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.00694449245929718,0.8958326578140259,0.006944490130990744,0.006944494321942329,0.006944490130990744,0.006944498512893915,0.006944491993635893,0.006944491993635893,0.006944491062313318,0.00694449245929718,0.00694449245929718,0.006944491993635893,0.006944489199668169,0.006944493390619755,0.006944490130990744,0.006944496184587479
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.006250027567148209,0.0062500289641320705,0.006250026635825634,0.006250031292438507,0.006250027567148209,0.006250029895454645,0.006250029895454645,0.006250028498470783,0.006250026635825634,0.9062495827674866,0.0062500289641320705,0.006250028498470783,0.006250027567148209,0.006250028498470783,0.006250026635825634,0.0062500289641320705
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.00781254656612873,0.00781254842877388,0.007812545634806156,0.007812547497451305,0.007812545634806156,0.00781255029141903,0.007812549360096455,0.007812549360096455,0.007812545634806156,0.8828117847442627,0.007812551222741604,0.007812545634806156,0.007812549360096455,0.007812545634806156,0.007812545634806156,0.007812549360096455
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.007812552154064178,0.007812553085386753,0.007812553085386753,0.007812553085386753,0.007812554016709328,0.007812553085386753,0.007812553085386753,0.007812554016709328,0.007812556810677052,0.007812553085386753,0.007812553085386753,0.007812553085386753,0.007812552154064178,0.8828117251396179,0.007812554948031902,0.007812555879354477
46,Why does it have to be in private? We don't have a ton of time. ,0.01562514528632164,0.015625137835741043,0.01562514156103134,0.015625139698386192,0.015625134110450745,0.7656228542327881,0.015625135973095894,0.01562514342367649,0.015625137835741043,0.015625135973095894,0.015625132247805595,0.01562514901161194,0.015625139698386192,0.01562514156103134,0.01562519185245037,0.015625137835741043
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.007812553085386753,0.007812554016709328,0.007812554016709328,0.007812554016709328,0.007812554948031902,0.007812554016709328,0.007812554016709328,0.007812554948031902,0.007812557741999626,0.007812554016709328,0.007812554016709328,0.007812554016709328,0.007812553085386753,0.8828117251396179,0.007812555879354477,0.007812556810677052
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0034722406417131424,0.003472241573035717,0.0034722406417131424,0.0034722406417131424,0.9479163885116577,0.0034722404088824987,0.0034722406417131424,0.003472242271527648,0.0034722404088824987,0.0034722406417131424,0.0034722427371889353,0.0034722404088824987,0.0034722404088824987,0.0034722406417131424,0.0034722411073744297,0.0034722406417131424
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.005681855138391256,0.005681855138391256,0.00568185793235898,0.005681855138391256,0.9147722125053406,0.005681855138391256,0.005681853741407394,0.005681853741407394,0.005681856069713831,0.005681853741407394,0.005681855138391256,0.005681854672729969,0.005681860726326704,0.005681856535375118,0.005681855138391256,0.005681856069713831
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.007812554948031902,0.007812565192580223,0.007812554948031902,0.00781256053596735,0.007812555879354477,0.007812557741999626,0.0078125586733222,0.007812559604644775,0.007812554948031902,0.007812559604644775,0.0078125586733222,0.007812556810677052,0.007812555879354477,0.0078125586733222,0.007812554948031902,0.8828116059303284
51,Can I talk with you in private once questions are over?,0.01562507078051567,0.015625065192580223,0.01562507264316082,0.015625067055225372,0.015625061467289925,0.7656240463256836,0.015625065192580223,0.01562507078051567,0.015625063329935074,0.015625080093741417,0.015625063329935074,0.01562506891787052,0.015625065192580223,0.015625065192580223,0.015625065192580223,0.015625063329935074
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.00694449245929718,0.8958325386047363,0.006944490130990744,0.006944494321942329,0.006944490130990744,0.006944520864635706,0.006944491993635893,0.006944491993635893,0.006944491062313318,0.00694449245929718,0.00694449245929718,0.006944491993635893,0.006944489199668169,0.006944493390619755,0.006944490130990744,0.006944496184587479
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.010416756384074688,0.8437485694885254,0.010416760109364986,0.01041676476597786,0.010416760109364986,0.010416757315397263,0.010416757315397263,0.010416758246719837,0.010416757315397263,0.010416757315397263,0.010416765697300434,0.010416763834655285,0.010416757315397263,0.010416763834655285,0.010416757315397263,0.010416763834655285
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.007812547497451305,0.007812549360096455,0.00781254656612873,0.00781254842877388,0.00781254656612873,0.007812553085386753,0.00781255029141903,0.00781255029141903,0.00781254656612873,0.8828117251396179,0.007812552154064178,0.00781254656612873,0.00781255029141903,0.00781254656612873,0.00781254656612873,0.00781255029141903
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0031250291503965855,0.003125028684735298,0.0031250333413481712,0.0031250291503965855,0.0031250291503965855,0.003125028684735298,0.0031250296160578728,0.9531245827674866,0.003125031478703022,0.0031250291503965855,0.003125028684735298,0.0031250296160578728,0.0031250291503965855,0.0031250305473804474,0.003125031478703022,0.0031250291503965855
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004807747434824705,0.004807746969163418,0.9278838038444519,0.0048077465035021305,0.004807750694453716,0.004807749297469854,0.0048077465035021305,0.0048077465035021305,0.0048077465035021305,0.0048077465035021305,0.004807746969163418,0.004807746969163418,0.004807751160115004,0.0048077465035021305,0.00480774836614728,0.00480775348842144
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004807747434824705,0.0048077465035021305,0.9278838038444519,0.004807746037840843,0.004807750228792429,0.004807748831808567,0.004807746037840843,0.004807746037840843,0.004807746037840843,0.004807746037840843,0.0048077465035021305,0.0048077465035021305,0.004807750694453716,0.004807746037840843,0.004807747900485992,0.004807750694453716
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.005681855138391256,0.005681855138391256,0.00568185793235898,0.005681855138391256,0.914772093296051,0.005681855138391256,0.005681853741407394,0.005681853741407394,0.005681856069713831,0.005681853741407394,0.005681855138391256,0.005681854672729969,0.005681873299181461,0.005681856535375118,0.005681855138391256,0.005681856069713831
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.0078125586733222,0.00781256053596735,0.00781256053596735,0.0078125586733222,0.0078125586733222,0.007812559604644775,0.007812567986547947,0.00781256053596735,0.007812559604644775,0.0078125586733222,0.0078125586733222,0.0078125623986125,0.00781256053596735,0.0078125586733222,0.8828116059303284,0.007812559604644775
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.005208360496908426,0.0052083623595535755,0.005208360031247139,0.0052083623595535755,0.005208360496908426,0.005208361893892288,0.9218745827674866,0.005208361893892288,0.005208360496908426,0.005208364222198725,0.005208364687860012,0.005208360496908426,0.005208361893892288,0.005208360496908426,0.005208360031247139,0.0052083623595535755
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.003906273748725653,0.00390627421438694,0.003906274680048227,0.9414058923721313,0.00390627421438694,0.00390627421438694,0.00390627421438694,0.003906273748725653,0.00390627421438694,0.003906275145709515,0.003906273748725653,0.003906276077032089,0.00390627421438694,0.0039062765426933765,0.003906274680048227,0.003906274680048227
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.006944479886442423,0.0069444808177649975,0.006944479886442423,0.006944481283426285,0.006944483146071434,0.006944481283426285,0.006944479886442423,0.006944481283426285,0.006944482214748859,0.006944483146071434,0.006944479886442423,0.006944483146071434,0.006944483146071434,0.8958328366279602,0.0069444808177649975,0.006944479886442423
63,"No, he is not here. I am taking his place.",0.02083338424563408,0.020833369344472885,0.020833373069763184,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.007812553085386753,0.007812554016709328,0.007812554016709328,0.007812554016709328,0.007812554948031902,0.007812554016709328,0.007812554016709328,0.007812554948031902,0.007812557741999626,0.007812554016709328,0.007812554016709328,0.007812554016709328,0.007812553085386753,0.8828117251396179,0.007812555879354477,0.007812556810677052
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.005208360496908426,0.0052083623595535755,0.005208360031247139,0.0052083623595535755,0.005208360496908426,0.005208361893892288,0.9218745827674866,0.005208361893892288,0.005208360496908426,0.005208364222198725,0.005208367481827736,0.005208360496908426,0.005208361893892288,0.005208360496908426,0.005208360031247139,0.0052083623595535755
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.006944479886442423,0.0069444808177649975,0.006944479886442423,0.006944481283426285,0.006944483146071434,0.006944481283426285,0.006944479886442423,0.006944481283426285,0.006944482214748859,0.006944483146071434,0.006944479886442423,0.006944483146071434,0.006944483146071434,0.8958328366279602,0.0069444808177649975,0.006944479886442423
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.005681855138391256,0.005681855138391256,0.00568185793235898,0.005681855138391256,0.9147722125053406,0.005681855138391256,0.005681853741407394,0.005681853741407394,0.005681856069713831,0.005681853741407394,0.005681855138391256,0.005681854672729969,0.00568185793235898,0.005681856535375118,0.005681855138391256,0.005681856069713831
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.0069444673135876656,0.006944465916603804,0.006944466847926378,0.006944464985281229,0.006944465916603804,0.006944465916603804,0.006944465916603804,0.006944469176232815,0.006944466847926378,0.006944464985281229,0.006944465916603804,0.8958330154418945,0.006944472435861826,0.006944465916603804,0.006944466847926378,0.006944465916603804
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.006250027567148209,0.0062500289641320705,0.006250026635825634,0.006250031292438507,0.006250027567148209,0.006250029895454645,0.006250029895454645,0.006250028498470783,0.006250026635825634,0.9062495827674866,0.0062500289641320705,0.006250028498470783,0.006250027567148209,0.006250028498470783,0.006250026635825634,0.0062500289641320705
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005208352580666542,0.005208352115005255,0.005208353977650404,0.005208353511989117,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208353511989117,0.005208352115005255,0.005208352115005255,0.005208353977650404,0.005208352580666542,0.005208353511989117,0.9218747019767761,0.005208352580666542
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00781254656612873,0.007812541909515858,0.007812547497451305,0.007812540046870708,0.007812542840838432,0.007812540978193283,0.007812541909515858,0.00781254656612873,0.007812540978193283,0.8828118443489075,0.007812541909515858,0.007812540046870708,0.007812541909515858,0.007812540046870708,0.007812540978193283,0.007812540046870708
72,"No, he is not here. I am taking his place.",0.020833395421504974,0.020833369344472885,0.020833373069763184,0.020833369344472885,0.020833369344472885,0.687499463558197,0.020833374932408333,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885,0.020833369344472885
73,I’d rather not say.,0.6874992251396179,0.020833393558859825,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833393558859825,0.020833387970924377,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833386108279228,0.020833387970924377,0.020833386108279228,0.020833387970924377,0.020833386108279228,0.020833387970924377
