,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.9600691795349121,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204,0.0017361221835017204
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.9262813329696655,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576,0.0032051599118858576
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.9201384782791138,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786,0.003472240874543786
15,I don't have any questions right now.,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.7604153156280518,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726,0.010416725650429726
16,"No, he is not here. I am taking his place.",0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.6805544495582581,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055,0.013888937421143055
17,Can you explain to me why we are setting up two individual aid stations?,0.8630937933921814,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612,0.005952442530542612
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.8402770161628723,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699,0.006944477092474699
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.9467589855194092,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372
20,I’d rather not say.,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.6805545687675476,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757,0.013888933695852757
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.004629645962268114,0.8935182094573975,0.004629645962268114,0.004629645962268114,0.004629645962268114
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.21124255657196045,0.0029762268532067537,0.0029762268532067537,0.0029762268532067537,0.7232804894447327,0.0029762268532067537,0.0029762268532067537
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.8402770161628723,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412,0.006944476626813412
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.9201384782791138,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855,0.003472240176051855
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.9201384782791138,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.9201384782791138,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424,0.0034722406417131424
27,"I'd really prefer just to wait until the brief, if that is ok.",0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.006944495253264904,0.8402765989303589,0.006944495253264904,0.006944495253264904,0.006944495253264904
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.0046296692453324795,0.8935176730155945
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.8935176134109497
30,"Hello, sir. Have you eaten yet?",0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.8083328008651733,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.8802077770233154,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.004629646427929401,0.8935181498527527,0.004629646427929401,0.004629646427929401,0.004629646427929401
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.9520831108093262,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.004629664123058319,0.893517792224884
35,"Hello, sir. Have you eaten yet?",0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.8083328008651733,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326,0.008333356119692326
36,"Hello, sir. Have you eaten yet?",0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.8083328008651733,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149,0.0083333570510149
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.9315468668937683,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317,0.002976224524900317
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.9520831108093262,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306,0.0020833408925682306
39,"No, he is not here. I am taking his place.",0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.6805545091629028,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048,0.01388893648982048
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9041663408279419,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105,0.0041666836477816105
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.004629669710993767,0.8935176134109497
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.8935180306434631,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424,0.004629652947187424
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9041661620140076,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455,0.0041666897013783455
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.8802077770233154,0.005208357237279415,0.005208357237279415,0.005208357237279415,0.005208357237279415
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.880207896232605,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542
46,Why does it have to be in private? We don't have a ton of time. ,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.7604146599769592,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964,0.010416753590106964
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.880207896232605,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542,0.005208352580666542
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.9467589855194092,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372,0.0023148255422711372
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.0037878903094679117,0.9128785729408264
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8802077174186707,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564,0.005208359099924564
