,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.004048637580126524,0.004048637580126524,0.3509848415851593,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.5801882743835449,0.004048637580126524,0.004048637580126524,0.004048637580126524,0.004048637580126524
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.9210521578788757,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351,0.004385991953313351
15,I don't have any questions right now.,0.01315796747803688,0.01315796747803688,0.013157968409359455,0.01315796747803688,0.013157968409359455,0.01315796747803688,0.01315796747803688,0.7631565928459167,0.01315796747803688,0.013157970272004604,0.01315796747803688,0.01315796747803688,0.01315796747803688,0.01315796747803688,0.01315796747803688,0.01315796747803688,0.013157968409359455,0.013157968409359455,0.01315796747803688
16,"No, he is not here. I am taking his place.",0.017543910071253777,0.017543911933898926,0.017543910071253777,0.6842096447944641,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777,0.017543910071253777
17,Can you explain to me why we are setting up two individual aid stations?,0.00751885399222374,0.8646606206893921,0.007518854457885027,0.00751885399222374,0.007518854457885027,0.00751885399222374,0.00751885399222374,0.00751885399222374,0.007518854457885027,0.00751885399222374,0.00751885399222374,0.00751885399222374,0.007518854457885027,0.007518854457885027,0.00751885399222374,0.00751885399222374,0.00751885399222374,0.00751885399222374,0.00751885399222374
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008771994151175022,0.008771994151175022,0.008771993219852448,0.008771994151175022,0.008771993219852448,0.008771993219852448,0.008771993219852448,0.008771993219852448,0.008771993219852448,0.008771993219852448,0.8421040773391724,0.008771993219852448,0.008771994151175022,0.008771993219852448,0.008771994151175022,0.008771993219852448,0.008771993219852448,0.008771993219852448,0.008771993219852448
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.9473682045936584,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787,0.0029239871073514223,0.0029239868745207787,0.0029239868745207787,0.0029239868745207787
20,I’d rather not say.,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.01754397340118885,0.6842085123062134,0.0175439715385437,0.0175439715385437,0.01754397340118885,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437,0.0175439715385437
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847983527928591,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.8947362899780273,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.0058479830622673035,0.0058479830622673035
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.003759416751563549,0.0037594169843941927,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.003759416751563549,0.9323304891586304,0.0037594169843941927,0.003759416751563549
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008771994151175022,0.008771993219852448,0.008771992288529873,0.008771993219852448,0.008771992288529873,0.008771992288529873,0.008771992288529873,0.008771992288529873,0.008771992288529873,0.008771992288529873,0.8421040773391724,0.008771992288529873,0.008771996013820171,0.008771992288529873,0.008771993219852448,0.008771992288529873,0.008771992288529873,0.008771992288529873,0.008771992288529873
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.004385991953313351,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.9210521578788757,0.004385991953313351,0.004385991487652063,0.004385991953313351,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991487652063,0.004385991953313351,0.004385991487652063,0.004385991953313351
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.0043859826400876045,0.004385982174426317,0.9210522770881653
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.004385982174426317,0.0043859826400876045,0.004385982174426317,0.9210522770881653
27,"I'd really prefer just to wait until the brief, if that is ok.",0.008771995082497597,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.8421040773391724,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008772000670433044,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771994151175022,0.008771995082497597,0.008771994151175022
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.8947362899780273,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.8947362899780273,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165,0.005847984459251165
30,"Hello, sir. Have you eaten yet?",0.010526490397751331,0.010526491329073906,0.010526495054364204,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526491329073906,0.010526490397751331,0.010526490397751331,0.010526491329073906,0.010526490397751331,0.010526490397751331,0.8105231523513794,0.010526491329073906
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.006578975822776556,0.006578975822776556,0.006578975822776556,0.8815783858299255,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578976288437843,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847983527928591,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.8947362899780273,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847984459251165,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.0058479830622673035,0.0058479830622673035
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.002631603507325053,0.0026316032744944096,0.002631603507325053,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.9526311159133911,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.002631603507325053,0.0026316032744944096,0.0026316039729863405
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.005848009139299393,0.8947358131408691,0.005848009139299393,0.005848009139299393,0.00584800960496068,0.005848009139299393,0.005848009139299393,0.00584800960496068,0.00584800960496068
35,"Hello, sir. Have you eaten yet?",0.010526489466428757,0.010526490397751331,0.010526490397751331,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526489466428757,0.010526490397751331,0.010526489466428757,0.010526489466428757,0.010526490397751331,0.010526489466428757,0.010526489466428757,0.8105231523513794,0.010526490397751331
36,"Hello, sir. Have you eaten yet?",0.010526490397751331,0.010526491329073906,0.010526495054364204,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526490397751331,0.010526491329073906,0.010526490397751331,0.010526490397751331,0.010526491329073906,0.010526490397751331,0.010526490397751331,0.8105231523513794,0.010526491329073906
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.00375941745005548,0.003759419545531273,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.00375941745005548,0.9323304891586304,0.0037594176828861237,0.00375941745005548
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.002631603740155697,0.002631603507325053,0.002631603740155697,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.9526311159133911,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603507325053,0.002631603740155697,0.002631603507325053,0.002631603740155697
39,"No, he is not here. I am taking his place.",0.017543911933898926,0.01754392310976982,0.017543911933898926,0.6842095851898193,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.005263189785182476,0.9052625894546509
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.005847984924912453,0.00584798539057374,0.005847984924912453,0.8947362303733826,0.005847984924912453,0.005847984924912453,0.00584798539057374,0.005847984924912453,0.005847984924912453,0.005847984924912453
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0058480058796703815,0.8947358727455139,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.0058480058796703815,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.005848005414009094,0.005848005414009094,0.005848005414009094
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.9052623510360718,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808,0.005263203289359808
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.006578975822776556,0.006578975822776556,0.006578975822776556,0.8815783858299255,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578976288437843,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556,0.006578975822776556
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.006578982342034578,0.006578981876373291,0.006578981876373291,0.8815783262252808,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578981876373291,0.006578982342034578,0.006578981876373291
46,Why does it have to be in private? We don't have a ton of time. ,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157952576875687,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.013157951645553112,0.7631568908691406
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0065789902582764626,0.006578982807695866,0.006578982807695866,0.881578266620636,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578983273357153,0.006578982807695866
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.9473682045936584,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096,0.0029239875730127096
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.91387540102005,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.006578986067324877,0.006578986067324877,0.006578986532986164,0.006578986067324877,0.006578986532986164,0.006578986067324877,0.006578986067324877,0.006578986067324877,0.006578986532986164,0.006578986067324877,0.006578986067324877,0.006578986067324877,0.006578986532986164,0.8815782070159912,0.006578986067324877,0.006578986067324877,0.006578986067324877,0.006578986067324877,0.006578986067324877
51,Can I talk with you in private once questions are over?,0.013157977722585201,0.013157978653907776,0.013157977722585201,0.013157977722585201,0.013157978653907776,0.013157977722585201,0.013157977722585201,0.7631564140319824,0.013157977722585201,0.013157978653907776,0.013157977722585201,0.013157977722585201,0.013157978653907776,0.013157978653907776,0.013157977722585201,0.013157977722585201,0.013157977722585201,0.013157978653907776,0.013157978653907776
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0058480058796703815,0.8947358727455139,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.0058480058796703815,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.0058480058796703815,0.0058480058796703815,0.005848005414009094,0.005848005414009094,0.005848005414009094,0.005848005414009094,0.005848005414009094
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008771953172981739,0.008771953172981739,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.8421048521995544,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164,0.008771952241659164
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.006578975357115269,0.006578975357115269,0.006578975357115269,0.8815784454345703,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578976288437843,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269,0.006578975357115269
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.002631603507325053,0.0026316032744944096,0.002631603507325053,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.9526311159133911,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.0026316032744944096,0.002631603507325053,0.0026316032744944096,0.002631603507325053
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.927125096321106,0.004048604518175125,0.004048604518175125,0.004048604518175125
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604983836412,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.004048604518175125,0.927125096321106,0.004048604518175125,0.004048604518175125,0.004048604518175125
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.91387540102005,0.004784699063748121,0.004784699063748121,0.004784699063748121,0.004784699063748121
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.881578266620636,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578983273357153,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866,0.006578982807695866
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.00438599893823266,0.00438599893823266,0.3854151964187622,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.5400228500366211,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266,0.00438599893823266
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490705356002,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.003289490472525358,0.9407891631126404,0.003289490472525358
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005847983527928591,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.8947362899780273,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.0058479830622673035,0.005847983527928591,0.0058479830622673035,0.0058479830622673035
63,"No, he is not here. I am taking his place.",0.017543911933898926,0.017543911933898926,0.017543911933898926,0.6842095851898193,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926,0.017543911933898926
